197,1809,中釉,"962,060",403,"11,399,912",11.90,12.00,11.75,11.75,-,0.05,11.75,70,11.80,22,0.00,20210107
198,1810,和成,"1,021,249",315,"10,039,754",10.00,10.00,9.77,9.86,+,0.02,9.85,3,9.86,1,58.00,20210107
199,1817,凱撒衛,"68,152",54,"2,290,118",34.00,34.00,33.45,33.55,-,0.1,33.55,2,33.65,16,11.33,20210107
200,1903,士紙,"269,864",184,"15,848,085",59.30,59.40,58.50,58.60,-,0.2,58.60,9,58.80,3,0.00,20210107
201,1904,正隆,"7,871,644","3,070","266,766,361",33.50,34.25,33.25,33.55,+,0.35,33.55,17,33.60,2,10.96,20210107
202,1905,華紙,"6,524,832","2,123","72,487,147",11.15,11.30,11.00,11.10,-,0.1,11.05,80,11.10,238,0.00,20210107
203,1906,寶隆,"216,262",126,"3,742,109",17.30,17.45,17.20,17.20, ,0.0,17.20,11,17.30,20,34.40,20210107
204,1907,永豐餘,"7,296,626","2,838","201,094,562",27.90,28.10,27.20,27.40,-,0.35,27.35,24,27.40,7,9.96,20210107
205,1909,榮成,"14,938,714","4,568","336,792,776",22.50,22.95,22.30,22.35,+,0.05,22.35,186,22.40,131,28.29,20210107
206,2002,中鋼,"52,269,322","14,363","1,334,938,757",25.70,25.90,25.35,25.70,+,0.2,25.65,143,25.70,523,0.00,20210107
207,2002A,中鋼特,"69,720",47,"3,563,235",51.00,51.40,50.90,51.40,+,0.1,50.90,4,51.40,3,0.00,20210107
208,2006,東和鋼鐵,"8,795,435","3,514","323,461,394",37.40,37.50,36.40,36.60,-,0.2,36.60,59,36.65,5,15.19,20210107
209,2007,燁興,"1,492,601",561,"14,183,274",9.65,9.72,9.38,9.41,-,0.11,9.41,20,9.50,18,0.00,20210107
210,2008,高興昌,"592,371",295,"10,035,890",17.55,17.60,16.50,16.80,-,0.75,16.80,5,16.90,7,0.00,20210107
